order_id,customer_id,customer_name,customer_email,order_date,product_id,product_name,product_category,quantity,unit_price,discount_percentage,shipping_cost,total_amount,payment_method,order_status,shipping_address,city,country,postal_code,is_priority_order
ORD000365,CUST8925,Amy Harris,youngcharles@hotmail.com,2026-01-22 06:26:00,PROD359,West Book,Sports,9,1568.66,0.14,18.51,12159.94,UPI,Cancelled,"1699 Paige Neck, West Jennifer, AZ 65590",Lake Michael,Australia,63100,False
ORD000366,CUST2642,Samuel Mata,johnsonkimberly@ferguson.com,2026-01-12 04:54:00,PROD319,Old Phone,Books,2,1496.89,0.13,34.97,2639.56,UPI,Processing,"2668 Darrell Crest Suite 535, Hullbury, CO 77652",East Robertside,Canada,74956,True
ORD000367,CUST8133,Robert Marks,jonesdavid@campbell.com,2025-03-24 12:40:00,PROD190,Play Laptop,Home,1,1609.72,0.25,23.58,1230.87,Debit Card,Cancelled,"2967 Diane Club, Shawnaborough, VT 96867",Priscillabury,Germany,58636,True
ORD000368,CUST1941,Teresa Deleon,alisonadams@hotmail.com,2025-11-08 01:46:00,PROD892,Number Chair,Fashion,7,1861.72,0.12,32.81,11501.01,Cash on Delivery,Shipped,"6974 James Dam, West Judy, DE 49310",North Tiffany,UK,92034,False
ORD000369,CUST4795,Phillip Benton,rhuff@chapman-evans.com,2025-01-06 06:54:00,PROD729,As Shoes,Beauty,9,575.58,0.01,29.98,5158.4,Credit Card,Cancelled,"0667 Jeffrey Light Apt. 680, Anthonystad, PA 99391",Sandraview,Germany,99239,True
ORD000370,CUST7642,Nicole Peterson,vpatton@gmail.com,2025-12-02 00:10:00,PROD700,Surface Shoes,Sports,2,1993.65,0.23,17.66,3087.88,Credit Card,Delivered,"487 Armstrong Port Suite 267, East Rebecca, TX 36466",East Kelseyport,Australia,44742,True
ORD000371,CUST5530,Amanda Hill,kimberly90@gmail.com,2026-04-16 02:35:00,PROD331,Food Phone,Fashion,5,1453.65,0.17,29.15,6061.8,Net Banking,Shipped,"2770 Smith Camp Suite 783, Brownland, RI 72780",Stephaniemouth,UK,24068,True
ORD000372,CUST9409,Richard Green,jeremythompson@hotmail.com,2025-05-14 05:26:00,PROD363,Reality Phone,Groceries,9,217.4,0.02,14.71,1932.18,Wallet,Pending,"028 Riley Canyon, North Stephanie, KS 02613",Amberton,Germany,79220,False
ORD000373,CUST8548,Brian Hunter,youngmark@calderon-becker.com,2026-05-10 12:36:00,PROD700,Quality Chair,Electronics,8,1541.08,0.23,48.06,9541.11,Net Banking,Delivered,"05955 Merritt Landing Suite 490, West Bradley, OR 03847",New Jasonmouth,India,67452,False
ORD000374,CUST9462,Natalie Logan,nicholasaguilar@hotmail.com,2025-02-04 12:40:00,PROD648,She Laptop,Beauty,4,1355.44,0.07,15.79,5058.03,UPI,Shipped,"39898 Ryan Crossing, New Thomashaven, NV 42042",Jamesshire,USA,38913,False
ORD000375,CUST4580,Erin Lloyd,stephengoodman@gmail.com,2025-02-17 12:43:00,PROD687,Room Book,Fashion,6,156.68,0.28,23.83,700.69,Cash on Delivery,Shipped,"1588 Robin Shoal Suite 937, Hallberg, IA 53928",New Jorge,Australia,38103,True
ORD000376,CUST5091,Bruce Ortiz,xchen@yoder.com,2025-09-13 23:12:00,PROD956,Compare Phone,Home,4,1472.18,0.26,10.34,4367.99,Debit Card,Processing,"712 Mary Burg Apt. 128, Strongstad, MO 91848",Lake Kelly,India,44647,True
ORD000377,CUST8901,Stephanie Vargas,jonessamantha@lozano-mccoy.biz,2026-04-17 02:43:00,PROD480,Figure Phone,Home,8,1229.58,0.23,27.07,7601.28,Net Banking,Pending,"298 Edwin Avenue, Emilymouth, MD 57987",New Jennifer,Canada,37109,False
ORD000378,CUST9613,Anne Evans,elliottphyllis@hotmail.com,2025-09-09 05:48:00,PROD918,Movie Watch,Books,9,564.13,0.07,28.83,4750.6,Wallet,Pending,"5652 Bobby Street Apt. 684, Coryport, DE 38229",Tommybury,India,22694,False
ORD000379,CUST1137,Thomas Zhang,elizabeththomas@arnold.com,2025-07-21 21:49:00,PROD112,Ahead Bag,Fashion,3,917.11,0.04,25.91,2667.19,Net Banking,Shipped,"830 Wall Burg, Jamesshire, VA 58805",Port Shawn,Canada,14868,True
ORD000380,CUST6621,Tamara Wilson,ibaker@yahoo.com,2025-06-16 11:39:00,PROD474,Sign Shoes,Books,5,378.37,0.08,13.47,1753.97,Net Banking,Cancelled,"31528 Hill Roads Apt. 506, Lake Lauramouth, OH 87156",Lake Courtneybury,USA,18441,False
ORD000381,CUST4744,Shelby Robinson,theodore72@crawford.com,2025-12-25 11:23:00,PROD933,Name Laptop,Beauty,7,562.86,0.05,6.56,3749.58,UPI,Cancelled,"61789 Jennifer Camp, Wattsfurt, OR 31265",Toddburgh,USA,39835,False
ORD000382,CUST3893,Sheri Contreras,iharper@yahoo.com,2026-03-15 12:12:00,PROD531,Find Watch,Fashion,3,1601.07,0.22,23.65,3770.15,Cash on Delivery,Pending,"6753 Wilson Mountain, Donnastad, MO 92883",Port Nicole,Canada,64618,False
ORD000383,CUST3676,Melissa Johnson,pamelapatton@gmail.com,2026-02-07 15:19:00,PROD161,Or Shoes,Groceries,5,1126.47,0.17,19.92,4694.77,UPI,Returned,"566 Coleman Green Apt. 473, Daisyton, NV 54215",New Nancy,UK,70757,True
ORD000384,CUST6638,Mario Gould,cassidysmith@hotmail.com,2025-08-19 23:21:00,PROD120,Against Watch,Electronics,5,725.12,0.17,46.59,3055.84,UPI,Shipped,"558 Diana Path, West Amanda, ND 52343",West Laurie,Australia,49506,True
ORD000385,CUST9363,Daniel Quinn,brucekari@garcia.com,2025-10-23 18:41:00,PROD599,Fear Chair,Beauty,9,353.2,0.23,17.76,2465.44,Net Banking,Returned,"304 Lisa Lane, Andersonview, CO 10531",New Jenniferchester,India,03142,False
ORD000386,CUST7631,Ronald Jacobs,fitzgeraldlaura@decker.com,2025-11-11 09:29:00,PROD969,Large Laptop,Electronics,3,1737.17,0.19,46.43,4267.75,Debit Card,Delivered,"4731 Costa Ports, Bennettchester, IN 53759",Timothyside,Germany,66901,True
ORD000387,CUST6950,Alan Crawford,kathryn17@gmail.com,2025-06-10 10:41:00,PROD865,Participant Phone,Sports,5,1422.31,0.18,19.77,5851.24,Net Banking,Delivered,"Unit 6375 Box 7914, DPO AA 19345",North Annborough,UK,64701,True
ORD000388,CUST4450,Angela Powell,briansnyder@yahoo.com,2025-04-05 00:08:00,PROD270,Foreign Watch,Electronics,4,1325.73,0.28,35.03,3853.13,Credit Card,Pending,"59960 Vaughn Throughway, Gardnermouth, IA 42684",Fletcherhaven,India,73220,False
ORD000389,CUST3544,Wendy Miller,ylyons@sherman.net,2025-10-08 01:01:00,PROD186,Smile Bag,Books,7,1050.35,0.3,5.2,5151.92,UPI,Cancelled,"1067 Connie Pine, Taylorside, MO 01714",Davidport,USA,94865,True
ORD000390,CUST6846,Megan Mills,donaldmills@gmail.com,2026-01-13 09:28:00,PROD981,Suggest Book,Groceries,3,266.9,0.25,1.43,601.95,Net Banking,Returned,"947 Clark Isle Apt. 287, West Robertberg, CA 01235",Jacquelineborough,UK,91470,False
ORD000391,CUST8126,Jimmy Davis,carlfields@gmail.com,2025-10-08 14:08:00,PROD636,Hair Bag,Beauty,9,358.19,0.18,31.55,2674.99,Wallet,Returned,"4694 Weber Lodge, Annborough, OR 20479",Lake Javierburgh,Germany,34964,False
ORD000392,CUST1172,Beth Boyd,barbara99@yahoo.com,2025-09-04 17:14:00,PROD100,Surface Phone,Groceries,2,886.51,0.11,12.99,1590.98,Debit Card,Shipped,"20331 Douglas Mountains Apt. 510, New Lindsay, TN 62326",Kevinville,Germany,32059,False
ORD000393,CUST5799,Jamie Cruz,larry85@hotmail.com,2025-08-29 17:00:00,PROD711,Bar Shoes,Groceries,8,1894.18,0.14,0.46,13032.42,Credit Card,Delivered,"42687 Neal Glen, New Rachelstad, AK 48432",Townsendstad,Canada,95985,False
ORD000394,CUST7385,Luis Walter,vbrooks@gonzalez.net,2025-04-07 13:56:00,PROD948,Day Watch,Fashion,9,877.03,0.07,35.75,7376.49,UPI,Returned,"1548 Catherine Bypass Suite 760, Joshuaton, AK 94614",Osbornmouth,India,64765,False
ORD000395,CUST9715,Paul Holland,woodchloe@hernandez.com,2025-11-17 07:33:00,PROD928,Beautiful Book,Books,10,1616.11,0.21,14.23,12781.5,Debit Card,Returned,"70518 Lucero Fields, West Marymouth, VT 22680",Zacharyfurt,India,55076,True
ORD000396,CUST6253,Mckenzie Brown,christopher70@franklin-barker.biz,2025-03-11 09:07:00,PROD119,Consumer Shoes,Electronics,8,1237.37,0.08,31.14,9138.18,Wallet,Processing,"4851 Owens Villages, New Sarahland, CO 24421",East Lonnietown,India,22696,True
ORD000397,CUST3468,Claudia Brooks,kylebecker@burgess.com,2026-05-13 03:18:00,PROD115,Force Watch,Fashion,5,254.45,0.13,0.41,1107.27,UPI,Pending,"42956 Mary Groves Apt. 244, Bakerfort, OR 48160",Kelseyhaven,UK,59440,False
ORD000398,CUST1918,Melissa Jackson,amandaclark@hotmail.com,2026-02-07 15:23:00,PROD372,Leader Chair,Books,8,1395.38,0.01,4.01,11055.42,Credit Card,Processing,"58841 Jonathan Mountain Suite 018, South Donald, MD 49296",Barrettton,Canada,42754,False
ORD000399,CUST5078,Lori Booth,robertcook@leach.com,2025-04-03 06:57:00,PROD494,Manage Chair,Books,5,1635.42,0.25,6.1,6138.92,Debit Card,Returned,"9799 Simon Mountains, West Jennifer, MA 63750",Evansbury,Australia,66949,True
ORD000400,CUST6113,Jeffery Adams,martingarrett@yahoo.com,2025-04-12 14:47:00,PROD430,Various Shoes,Beauty,2,1044.67,0.29,23.64,1507.07,Cash on Delivery,Returned,"225 Tara Inlet, Port Michael, GA 60871",Lake Dylanburgh,India,39990,True
ORD000401,CUST2850,Cody Hodge,ramseyeric@hotmail.com,2025-05-10 15:40:00,PROD341,Through Bag,Books,5,401.45,0.27,43.18,1508.47,UPI,Processing,"2517 Hale Mountains, Guerrabury, CT 51301",West Kathryn,India,18002,True
ORD000402,CUST8786,Gabriel Campbell,wferguson@yahoo.com,2026-02-11 08:37:00,PROD804,Relationship Phone,Fashion,2,794.64,0.07,48.44,1526.47,UPI,Cancelled,"92355 Mason Alley, Melendezbury, NM 25138",East Kevinland,India,45011,True
ORD000403,CUST1979,Christopher Hernandez,eleonard@gmail.com,2025-03-22 15:05:00,PROD464,Every Bag,Fashion,10,680.15,0.29,37.98,4867.05,Cash on Delivery,Pending,"USCGC White, FPO AA 89936",South Lindastad,Canada,90424,True
ORD000404,CUST4161,Mary Sullivan,luisandrews@parks-smith.biz,2025-03-06 15:14:00,PROD121,Knowledge Bag,Books,6,1963.44,0.24,37.83,8991.12,UPI,Delivered,"4197 Norman Station Suite 851, South Amanda, TX 10987",North Matthew,Australia,93242,True
ORD000405,CUST4057,Christina Hess,swilliams@gmail.com,2025-05-09 01:31:00,PROD656,Campaign Book,Home,8,1120.25,0.16,24.5,7552.58,Cash on Delivery,Cancelled,"0954 Rogers Hill Apt. 842, Michaeltown, MD 39518",New Danielton,UK,70135,False
ORD000406,CUST9873,Danielle Miller,jessicaschultz@orozco-reed.info,2026-03-21 19:58:00,PROD475,Risk Watch,Electronics,9,324.89,0.16,22.47,2478.64,Cash on Delivery,Shipped,"15502 Patrick Stream Apt. 546, Johnsonview, SD 97846",Port Ritaville,Canada,25620,False
ORD000407,CUST2037,Whitney Gilbert,brooksthomas@hill-barker.com,2026-01-11 05:56:00,PROD774,Factor Phone,Groceries,1,1241.37,0.11,31.01,1135.83,Net Banking,Shipped,"624 Smith Fords, Port Robertberg, KY 61114",Coltonbury,USA,02869,False
ORD000408,CUST9572,Connie Carr,vwalters@hotmail.com,2026-01-28 17:09:00,PROD774,Improve Laptop,Electronics,10,569.84,0.12,16.1,5030.69,Debit Card,Pending,"5557 Steven Summit, Clarkburgh, MS 34015",Johnsonshire,USA,10804,True
ORD000409,CUST9026,Kristina Reed,kevin57@mcdonald.org,2025-04-14 03:31:00,PROD638,He Phone,Beauty,4,202.01,0.17,41.81,712.48,Wallet,Returned,"48736 Nicholas Vista Apt. 163, North Ashley, GA 96768",Piercestad,Germany,98972,True
ORD000410,CUST8668,Steven Ramirez,beckgloria@hotmail.com,2025-07-07 07:38:00,PROD920,Sound Bag,Electronics,2,31.11,0.28,32.79,77.59,UPI,Pending,"67747 Sandra Fall Suite 408, Kathrynburgh, CT 50747",Mccannchester,Canada,25257,False
ORD000411,CUST5979,Lisa Taylor,udougherty@wright.com,2026-02-25 11:50:00,PROD179,Hospital Shoes,Sports,1,1648.17,0.08,2.03,-1518.35,Credit Card,Pending,"832 Wood Well Apt. 273, Davidland, AK 27633",Stevensmouth,India,32205,True
ORD000412,CUST7802,Valerie Porter,monica23@bowen-jones.com,2025-09-30 12:12:00,PROD864,Rest Laptop,Groceries,4,1054.75,0.07,31.27,3954.94,Cash on Delivery,Processing,"1648 Jennifer Rest Apt. 770, Lisaton, MO 94430",Pattersonville,Canada,14083,False
ORD000413,CUST9268,Dennis Bryan,michaeldouglas@durham.com,2025-12-12 14:44:00,PROD445,Everything Bag,Fashion,7,1766.23,0.05,9.02,11754.45,Wallet,Delivered,"7345 Norris Isle, Lyonsshire, PA 05186",East Aimee,Canada,03901,False
ORD000414,CUST8054,Jacob Cox,shirley29@hotmail.com,2026-04-23 11:57:00,PROD945,Focus Bag,Home,6,1102.41,0.3,42.24,4672.36,Wallet,Delivered,"422 Catherine Walks Suite 430, New Kevin, AL 34503",Jenniferhaven,USA,53695,True
ORD000415,CUST1567,Steven Compton,alexandra67@jackson.biz,2025-07-12 17:59:00,PROD391,Address Phone,Electronics,5,723.22,0.14,47.99,3157.84,Wallet,Pending,"3433 Joshua Tunnel, Lake Jamesfort, OK 84208",Port Juliehaven,USA,30434,False
ORD000416,CUST5521,Heidi Johnson,william48@bradford.com,2025-01-04 09:14:00,PROD666,Likely Phone,Sports,4,1712.16,0.01,41.1,6821.25,Wallet,Returned,"42337 Billy Rest, Andrealand, ID 96620",East Alexandraton,Canada,27728,True
ORD000417,CUST4817,Kevin Perkins,herrerakimberly@yahoo.com,2025-02-18 01:29:00,PROD362,Strategy Chair,Home,6,316.43,0.08,44.48,1791.17,Credit Card,Processing,"1717 Cory Radial, New Tony, AL 76747",Callahanville,Canada,94870,False
ORD000418,CUST2562,Paula Lee,kingrichard@yahoo.com,2025-10-19 06:46:00,PROD709,Mind Bag,Home,2,1448.54,0.24,8.65,2210.43,Credit Card,Returned,"784 Baker Place Apt. 548, Connieville, HI 64409",West Patriciahaven,Australia,62171,False
ORD000419,CUST4714,Christopher Hodges DDS,rpeterson@carson.com,2025-02-10 01:58:00,PROD865,Different Bag,Groceries,6,699.12,0.25,20.83,3166.87,Wallet,Pending,"8714 Ashley Drives Suite 236, Port Eric, GA 43188",Valdezchester,India,95720,False
ORD000420,CUST4617,Timothy Kennedy,dustin55@hotmail.com,2025-01-28 09:33:00,PROD256,Forward Laptop,Beauty,1,642.04,0.17,16.34,549.23,Cash on Delivery,Returned,"660 Brown Lodge Suite 274, Port Janetborough, VT 34046",Marissatown,UK,42685,False
ORD000421,CUST3165,James Grant,christinaalexander@rodriguez-sanchez.com,2026-01-21 19:36:00,PROD444,Several Laptop,Books,9,184.72,0.13,39.32,1485.68,Wallet,Processing,"67349 Brown Centers Suite 485, Mcleanville, DC 98782",West Tiffanychester,Australia,20394,True
ORD000422,CUST8879,Leslie Andrews,ksanchez@farmer.com,2025-10-08 12:16:00,PROD672,Road Shoes,Books,2,800.06,0.13,34.89,1426.99,Net Banking,,"557 Jack Mountain, South Michael, TX 92783",Jonathantown,Australia,18886,True
ORD000423,CUST2467,Jason Foster,deckerbrian@hotmail.com,2025-10-15 19:47:00,PROD215,Hour Bag,Books,9,496.26,0.02,38.84,4415.85,Net Banking,Shipped,"85874 Walters Street Apt. 918, New Erichaven, CO 75726",Bishopborough,Germany,99055,False
ORD000424,CUST8245,Michael Meyers,vpreston@gmail.com,2025-04-08 10:22:00,PROD738,Rather Shoes,Books,10,1312.54,0.23,8.46,10115.02,Credit Card,Shipped,"957 Preston Locks, Adamfurt, AL 30022",Ronaldview,USA,29715,True
ORD000425,CUST5713,Patricia Patel,patricia92@mejia.com,2025-12-17 11:09:00,PROD114,Course Book,Beauty,2,229.18,0.02,47.45,496.64,Credit Card,Processing,"85155 Dominique Flats, Frankview, IL 47076",East Nataliemouth,Germany,16637,False
ORD000426,CUST9991,Jaime Wallace,cwilliams@gonzalez-wise.org,2025-08-30 00:21:00,PROD594,Teacher Phone,Beauty,4,1481.33,0.06,27.32,5597.12,Debit Card,Shipped,"981 Katherine Crest, Yangstad, MD 54912",East Tracie,Australia,66942,True
ORD000427,CUST5444,David Rodriguez,smithlinda@yahoo.com,2025-07-12 18:57:00,PROD154,Toward Watch,Beauty,9,91.75,0.05,14.2,798.66,Credit Card,Returned,"1643 Debra Valleys Suite 704, Brandonbury, OK 01716",New Eric,India,91605,False
ORD000428,CUST7332,Andrew Carlson,nathan62@thompson-mayer.com,2025-12-05 08:42:00,PROD336,Site Watch,Sports,6,1729.24,0.01,43.37,10315.06,Cash on Delivery,Returned,"1207 Kevin Road, Reginaview, MD 04233",West Anthonyfort,India,04986,False
ORD000429,CUST1352,Brianna Russell,ericsmith@gmail.com,2025-09-06 19:34:00,PROD140,Best Shoes,Sports,2,376.9,0.15,22.9,663.63,UPI,Returned,"77687 Melody Valleys, West Thomasview, MD 86533",Summerville,Germany,63125,False
ORD000430,CUST9212,Ronald Duncan Jr.,jeremiahmiller@love.org,2025-07-21 23:10:00,PROD382,Book Chair,Electronics,1,696.83,0.11,31.26,651.44,Cash on Delivery,Processing,"45798 Wolf Curve Suite 652, Lake Rebeccafurt, AR 26439",North Douglas,Germany,04972,False
ORD000431,CUST2438,Cynthia Sanders,wwebb@fuller.biz,2026-04-01 00:35:00,PROD847,Live Watch,Sports,5,455.04,0.1,19.64,2067.32,Cash on Delivery,Processing,"Unit 7948 Box 7148, DPO AA 44705",West Matthew,Canada,64379,True
ORD000432,CUST9883,Joyce Davis,bryan56@hotmail.com,2025-08-02 07:36:00,PROD234,Agree Shoes,Beauty,3,855.8,0.09,30.27,2366.6,Debit Card,Delivered,"Unit 2137 Box 1184, DPO AE 46064",Shaunside,Canada,11375,True
ORD000433,CUST3589,Valerie White,marywalker@gonzalez.com,2026-03-18 04:19:00,PROD425,Never Laptop,Sports,9,1819.58,0.13,45.45,14292.76,Wallet,Processing,"880 Ryan Square, West Erik, GA 83719",Port Sarah,Australia,94359,True
ORD000434,CUST7737,Tom Lynch,brandon64@santana-stanton.info,2025-04-05 10:53:00,PROD410,Management Watch,Beauty,3,1455.52,0.23,44.01,3406.26,Cash on Delivery,Delivered,"14843 Brian Loop Apt. 272, South Kristie, MT 51750",East Mary,Australia,09745,False
ORD000435,CUST4783,Travis Taylor,barberbrenda@hotmail.com,2025-03-19 06:06:00,PROD710,Civil Shoes,Fashion,3,373.57,0.23,30.6,893.55,Cash on Delivery,Shipped,"450 Abigail Pine, Port Courtneyfort, TN 57946",Lynnside,India,97875,False
ORD000436,CUST7126,Brittany Beard,stefanie06@yahoo.com,2025-02-10 22:49:00,PROD288,Budget Chair,Books,8,272.5,0.25,23.44,1658.44,Net Banking,Returned,"274 Alexandra Corners Suite 376, Brownville, WI 37227",Rebeccahaven,UK,43601,True
ORD000437,CUST4646,Russell Bird,garcialinda@willis.org,2025-03-25 06:14:00,PROD860,Leader Bag,Fashion,1,820.14,0.29,46.27,628.57,Debit Card,Delivered,"789 Obrien Ways, Williamsville, WY 84738",New Codybury,India,47778,True
ORD000438,CUST8005,Michelle Munoz,reedkristin@yahoo.com,2026-04-20 14:55:00,PROD514,Painting Chair,Electronics,10,982.44,0.1,22.88,8864.84,Wallet,Processing,"6039 Andrew Isle, West Samanthatown, NH 33729",Lorettastad,Australia,46687,False
ORD000439,CUST1630,Danielle Griffin,stephen42@hansen.com,2026-01-04 10:25:00,PROD633,Sit Laptop,Books,10,1878.58,0.17,26.81,15619.02,Net Banking,Returned,"71559 Leslie Inlet Apt. 165, Fowlerfurt, KS 93220",Bellmouth,India,47878,True
ORD000440,CUST4110,Tina Morris,bonniestout@may.com,2025-09-23 17:25:00,PROD398,Information Watch,Books,1,1117.61,0.15,31.53,981.5,UPI,Pending,"11964 Jennifer Place, Randyfurt, WA 39024",West Yvonnemouth,Germany,05845,False
ORD000441,CUST8400,Christopher Haney,swalker@sanchez.info,2025-03-27 13:18:00,PROD192,Raise Bag,Sports,10,1838.47,0.21,45.18,14569.09,Credit Card,Delivered,"43097 Perry Plaza, South Jacob, OR 52879",Francisstad,USA,35045,True
ORD000442,CUST8449,Jacob Schaefer,amber12@heath-andersen.com,2025-07-21 13:20:00,PROD192,Stuff Book,Home,8,54.7,0.14,44.83,421.17,Cash on Delivery,Processing,"87851 Jennifer Stravenue, South Joseph, AR 60825",Crawfordchester,Australia,08975,True
ORD000443,CUST7292,Carolyn Castro,thomas21@gomez.com,2026-01-03 23:07:00,PROD844,Yourself Chair,Sports,2,232.76,0.13,18.15,423.15,Wallet,Cancelled,"PSC 0976, Box 2637, APO AA 71069",Markshire,USA,67079,False
ORD000444,CUST3656,Brianna Ryan,arellanobrian@yahoo.com,2025-10-09 12:02:00,PROD989,People Shoes,Fashion,3,1824.94,0.17,32.98,4577.08,Cash on Delivery,Processing,"186 Jessica Gateway, Port Howard, NM 96008",West Christopherfurt,India,75736,False
ORD000445,CUST1057,Melissa Ballard,vtaylor@gmail.com,2025-06-07 09:46:00,PROD737,Big Chair,Home,8,581.12,0.05,44.93,4461.44,Credit Card,Processing,"647 Jack Locks, East Michael, SC 11192",Shannonville,UK,69165,False
ORD000446,CUST8794,Shawn Brown,cody08@smith.com,2026-03-14 15:34:00,PROD564,Ahead Watch,Books,1,1217.93,0.15,10.84,1046.08,Credit Card,Returned,"23972 Theresa Court Apt. 959, South Jasmine, WI 23765",Port Lori,Canada,04477,True
ORD000447,CUST3429,Taylor Beasley,savannah15@white.info,2025-05-06 17:17:00,PROD156,Data Bag,Home,10,1259.13,0.25,10.38,9453.86,Credit Card,Processing,"8671 Matthew Lakes Apt. 373, Williamston, NJ 86963",Port Aprilmouth,USA,69620,True
ORD000448,CUST3920,Michaela Boyd,luke73@raymond-simmons.biz,2025-12-08 18:53:00,PROD265,Huge Bag,Home,10,600.39,0.28,2.45,4325.26,Wallet,Delivered,"1587 Torres Turnpike, Kelliton, AZ 25152",West Patriciashire,Australia,71645,True
ORD000449,CUST7038,Erik Williams,rasmussenpaul@brandt-williams.biz,2026-05-10 14:47:00,PROD488,Single Chair,Electronics,10,723.58,0.01,38.43,7201.87,Net Banking,Shipped,"503 Stephen Ferry, Lake Luke, IL 65417",New Danielle,Canada,02544,True
ORD000450,CUST4438,James Mccullough,adam35@benitez.com,2025-05-30 15:08:00,PROD812,Whose Shoes,Sports,2,1390.77,0.08,26.35,2585.37,Credit Card,Cancelled,"29394 Becker Station, Jamieview, UT 01841",Colonfurt,India,36950,True
ORD000451,CUST6185,Chelsey Maxwell,simsrandall@hotmail.com,2025-09-05 23:44:00,PROD365,Speak Phone,Sports,10,1868.11,0.3,14.36,13091.13,Wallet,Cancelled,"11271 Amanda Expressway, Stephaniefurt, ND 38045",Melissaview,Germany,14721,True
ORD000452,CUST4812,Jennifer Blackwell,peterstyler@holmes.info,2025-11-11 18:31:00,PROD825,Measure Book,Fashion,9,1459.72,0.15,40.4,11207.26,Credit Card,Cancelled,"62113 Gilbert Mill, South Carla, TN 66511",Port Jason,India,42171,True
ORD000453,CUST7783,Adrian Hernandez,michaelgonzalez@hotmail.com,2025-08-27 20:50:00,PROD146,Arrive Book,Home,2,1476.25,0.06,30.77,2806.12,Wallet,Delivered,"8132 Matthew Stravenue, Johnsonmouth, IA 79361",Angelaberg,Australia,72213,True
ORD000454,CUST6307,Amy Cohen,montgomerygeoffrey@yahoo.com,2025-01-06 20:12:00,PROD885,Hospital Laptop,Electronics,5,512.56,0.02,15.01,2526.55,Cash on Delivery,Cancelled,"306 Anna Via, Mackville, IN 82851",New Amytown,Germany,85548,False
ORD000455,CUST8849,Karen Duncan,gina67@hotmail.com,2025-07-22 23:36:00,PROD585,Economy Chair,Electronics,10,1920.43,0.25,9.7,14412.93,Cash on Delivery,Shipped,"7727 Walker Heights Apt. 642, Jodychester, ME 19373",South Robertside,USA,30252,False
ORD000456,CUST1917,Mrs. Lori Clark,dstephenson@hotmail.com,2025-03-21 20:29:00,PROD955,Local Phone,Home,9,1792.38,0.14,40.71,13913.73,Wallet,Returned,"5556 Jennifer Ford Apt. 339, Port Jessica, RI 48134",Kelleychester,Australia,49628,False
ORD000457,CUST2084,Cindy Thomas,xevans@jenkins.com,2025-10-12 17:01:00,PROD252,Receive Book,Groceries,4,1156.91,0.1,45.81,4210.69,Credit Card,Shipped,"70369 Joshua Summit Apt. 693, South Leslie, WA 17613",Stewarthaven,Germany,96880,False
ORD000458,CUST6152,Amanda Davis,smithsamantha@rivera.com,2025-11-17 17:53:00,PROD826,Word Laptop,Home,3,1144.11,0.12,29.76,3050.21,Net Banking,Shipped,"PSC 3234, Box 1595, APO AP 59039",Morganburgh,India,38477,False
ORD000459,CUST2838,Robert Moore,robertpatel@ortiz.com,2026-03-26 07:23:00,PROD483,Road Chair,Electronics,8,1659.77,0.09,26.26,12109.39,Debit Card,Processing,"27102 Kennedy Neck, Port Andrew, MN 58295",South Patricia,India,64957,False
ORD000460,CUST9579,Lacey Blackwell,casey29@byrd-rangel.com,2025-09-17 00:51:00,PROD417,Worry Chair,Home,8,1810.39,0.05,17.01,13775.97,Debit Card,Delivered,"541 Morrison Union, Smithshire, GA 48370",Jamesview,India,68715,True
ORD000461,CUST1721,Allison Flores,banksjackie@cole-hamilton.com,2025-04-16 23:02:00,PROD803,Explain Chair,Sports,8,778.24,0.26,5.79,4612.97,Credit Card,Shipped,"158 David Road Apt. 904, Gonzalezfort, MS 05217",Heidimouth,Germany,48577,False
ORD000462,CUST4438,Sarah Mueller,david54@hotmail.com,2026-04-01 01:06:00,PROD428,Data Shoes,Fashion,9,1533.53,0.22,1.12,10766.5,UPI,Shipped,"71581 Lisa Valley Apt. 312, Calvinshire, IA 11954",North Jennifermouth,Germany,81432,False
ORD000463,CUST9422,Kevin Sheppard,kristi19@gmail.com,2026-01-31 14:42:00,PROD204,Arrive Shoes,Sports,2,548.95,0.05,5.72,1048.72,UPI,Cancelled,"121 Adam Turnpike, East Brendan, MS 42497",South Lisa,Canada,93331,False
ORD000464,CUST9856,Lisa Lopez MD,alopez@thompson.com,2025-05-19 04:45:00,PROD554,Charge Laptop,Fashion,5,1150.3,0.05,15.57,5479.5,Credit Card,Shipped,"113 Melinda Throughway, East Ralph, OR 39392",Hunterport,UK,29108,True
ORD000465,CUST8304,Roger Moss,juan21@brown.com,2025-02-24 12:03:00,PROD731,President Book,Home,2,855.8,0.05,29.81,1655.83,UPI,Cancelled,"70159 Wolfe Rest Apt. 945, Howardfort, NM 39854",Edwardsborough,USA,30400,True
ORD000466,CUST8464,Amanda Gomez,ynguyen@yahoo.com,2026-05-14 14:36:00,PROD417,Major Bag,Beauty,3,190.37,0.24,34.93,468.97,Cash on Delivery,Pending,"2266 Morgan Turnpike Suite 626, Alexisburgh, OR 24606",North Allen,UK,62404,False
ORD000467,CUST6412,George Smith,kevinmoses@hotmail.com,2025-04-29 07:09:00,PROD907,Fall Chair,Home,10,519.82,0.11,9.17,4635.57,Net Banking,Returned,"766 Tony Shores Apt. 511, Janiceport, IA 68496",Larachester,UK,64792,True
