order_id,customer_id,customer_name,customer_email,order_date,product_id,product_name,product_category,quantity,unit_price,discount_percentage,shipping_cost,total_amount,payment_method,order_status,shipping_address,city,country,postal_code,is_priority_order,calculated_total,amount_mismatch,revenue,net_amount,order_month,is_high_value
ORD000442,,Jacob Schaefer,amber12@heath-andersen.com,2025-07-21 13:20:00,PROD192,Stuff Book,Home,8,54.7,0.14,44.83,421.17,Cash on Delivery,Processing,"87851 Jennifer Stravenue, South Joseph, AR 60825",Crawfordchester,Australia,8975,True,421.166,False,437.6,376.34,2025-07,False
ORD000443,CUST7292,Carolyn Castro,thomas21@gomez.com,2026-01-03 23:07:00,PROD844,Yourself Chair,Sports,2,232.76,0.13,18.15,423.15,Wallet,Cancelled,"PSC 0976, Box 2637, APO AA 71069",Markshire,USA,67079,False,423.1524,False,465.52,405.0,2026-01,False
ORD000444,CUST3656,Unknown Customer,arellanobrian@yahoo.com,2025-10-09 12:02:00,PROD989,People Shoes,Fashion,3,1824.94,0.17,32.98,4577.08,Cash on Delivery,Processing,"186 Jessica Gateway, Port Howard, NM 96008",West Christopherfurt,India,75736,False,4577.080599999999,False,5474.82,4544.1,2025-10,False
ORD000445,CUST1057,Melissa Ballard,vtaylor@gmail.com,2025-06-07 09:46:00,PROD737,Big Chair,Home,8,581.12,0.05,44.93,4461.44,Credit Card,Processing,"647 Jack Locks, East Michael, SC 11192",Shannonville,UK,69165,False,4461.442,False,4648.96,4416.509999999999,2025-06,False
ORD000446,CUST8794,Shawn Brown,cody08@smith.com,2026-03-14 15:34:00,PROD564,Ahead Watch,Books,1,1217.93,0.15,10.84,1046.08,Credit Card,Returned,"23972 Theresa Court Apt. 959, South Jasmine, WI 23765",Port Lori,Canada,4477,True,1046.0805,False,1217.93,1035.24,2026-03,False
ORD000447,CUST3429,Taylor Beasley,savannah15@white.info,2025-05-06 17:17:00,PROD156,Data Bag,Home,10,1259.13,0.25,10.38,9453.86,Credit Card,Processing,"8671 Matthew Lakes Apt. 373, Williamston, NJ 86963",Port Aprilmouth,USA,69620,True,9453.855,False,12591.3,9443.48,2025-05,False
ORD000448,CUST3920,Michaela Boyd,luke73@raymond-simmons.biz,2025-12-08 18:53:00,PROD265,Huge Bag,Home,10,600.39,0.28,2.45,4325.26,Wallet,Delivered,"1587 Torres Turnpike, Kelliton, AZ 25152",West Patriciashire,Australia,71645,True,4325.258,False,6003.9,4322.81,2025-12,False
ORD000449,CUST7038,Erik Williams,rasmussenpaul@brandt-williams.biz,2026-05-10 14:47:00,PROD488,Single Chair,Electronics,10,723.58,0.01,38.43,7201.87,Net Banking,Shipped,"503 Stephen Ferry, Lake Luke, IL 65417",New Danielle,Canada,2544,True,7201.872,False,7235.8,7163.44,2026-05,False
ORD000450,CUST4438,James Mccullough,adam35@benitez.com,2025-05-30 15:08:00,PROD812,Whose Shoes,Sports,2,1390.77,0.08,26.35,2585.37,Credit Card,Cancelled,"29394 Becker Station, Jamieview, UT 01841",Colonfurt,India,36950,True,2585.3668,False,2781.54,2559.02,2025-05,False
ORD000451,CUST6185,Chelsey Maxwell,simsrandall@hotmail.com,2025-09-05 23:44:00,PROD365,Speak Phone,Sports,10,1868.11,0.3,14.36,13091.13,Wallet,Cancelled,"11271 Amanda Expressway, Stephaniefurt, ND 38045",Melissaview,Germany,14721,True,13091.13,False,18681.1,13076.77,2025-09,True
ORD000452,CUST4812,Jennifer Blackwell,peterstyler@holmes.info,2025-11-11 18:31:00,PROD825,Measure Book,Fashion,9,1459.72,0.15,40.4,11207.26,Credit Card,Cancelled,"62113 Gilbert Mill, South Carla, TN 66511",Port Jason,India,42171,True,11207.258,False,13137.48,11166.86,2025-11,True
ORD000453,CUST7783,Adrian Hernandez,michaelgonzalez@hotmail.com,2025-08-27 20:50:00,PROD146,Arrive Book,Home,2,1476.25,0.06,30.77,2806.12,Wallet,Delivered,"8132 Matthew Stravenue, Johnsonmouth, IA 79361",Angelaberg,Australia,72213,True,2806.12,False,2952.5,2775.35,2025-08,False
ORD000454,CUST6307,Amy Cohen,montgomerygeoffrey@yahoo.com,2025-01-06 20:12:00,PROD885,Hospital Laptop,Electronics,5,512.56,0.02,15.01,2526.55,Cash on Delivery,Cancelled,"306 Anna Via, Mackville, IN 82851",New Amytown,Germany,85548,False,2526.554,False,2562.8,2511.54,2025-01,False
ORD000455,CUST8849,Karen Duncan,gina67@hotmail.com,2025-07-22 23:36:00,PROD585,Economy Chair,Electronics,10,1920.43,0.25,9.7,14412.93,Cash on Delivery,Shipped,"7727 Walker Heights Apt. 642, Jodychester, ME 19373",South Robertside,USA,30252,False,14412.925,False,19204.3,14403.23,2025-07,True
ORD000456,CUST1917,Mrs. Lori Clark,dstephenson@hotmail.com,2025-03-21 20:29:00,PROD955,Local Phone,Home,9,1792.38,0.14,40.71,13913.73,Wallet,Returned,"5556 Jennifer Ford Apt. 339, Port Jessica, RI 48134",Kelleychester,Australia,49628,False,13913.7312,False,16131.420000000002,13873.02,2025-03,True
ORD000457,CUST2084,Cindy Thomas,xevans@jenkins.com,2025-10-12 17:01:00,PROD252,Receive Book,Groceries,4,1156.91,0.1,45.81,4210.69,Credit Card,Shipped,"70369 Joshua Summit Apt. 693, South Leslie, WA 17613",Stewarthaven,Germany,96880,False,4210.686000000001,False,4627.64,4164.879999999999,2025-10,False
ORD000458,CUST6152,Unknown Customer,smithsamantha@rivera.com,2025-11-17 17:53:00,PROD826,Word Laptop,Home,3,1144.11,0.12,29.76,3050.21,Net Banking,Shipped,"PSC 3234, Box 1595, APO AP 59039",Morganburgh,India,38477,False,3050.2104000000004,False,3432.33,3020.45,2025-11,False
ORD000459,CUST2838,Robert Moore,robertpatel@ortiz.com,2026-03-26 07:23:00,PROD483,Road Chair,Electronics,8,1659.77,0.09,26.26,12109.39,Debit Card,Processing,"27102 Kennedy Neck, Port Andrew, MN 58295",South Patricia,India,64957,False,12109.3856,False,13278.16,12083.13,2026-03,True
ORD000460,CUST9579,Unknown Customer,casey29@byrd-rangel.com,2025-09-17 00:51:00,PROD417,Worry Chair,Home,8,1810.39,0.05,17.01,13775.97,Debit Card,Delivered,"541 Morrison Union, Smithshire, GA 48370",Jamesview,India,68715,True,13775.974,False,14483.12,13758.96,2025-09,True
ORD000461,CUST1721,Allison Flores,banksjackie@cole-hamilton.com,2025-04-16 23:02:00,PROD803,Explain Chair,Sports,8,778.24,0.26,5.79,4612.97,Credit Card,Shipped,"158 David Road Apt. 904, Gonzalezfort, MS 05217",Heidimouth,Germany,48577,False,4612.9708,False,6225.92,4607.18,2025-04,False
ORD000462,CUST4438,Sarah Mueller,david54@hotmail.com,2026-04-01 01:06:00,PROD428,Data Shoes,Fashion,9,1533.53,0.22,1.12,10766.5,UPI,Shipped,"71581 Lisa Valley Apt. 312, Calvinshire, IA 11954",North Jennifermouth,Germany,81432,False,10766.5006,False,13801.77,10765.38,2026-04,True
ORD000463,CUST9422,Kevin Sheppard,kristi19@gmail.com,2026-01-31 14:42:00,PROD204,Arrive Shoes,Sports,2,548.95,0.05,5.72,1048.72,UPI,Cancelled,"121 Adam Turnpike, East Brendan, MS 42497",South Lisa,Canada,93331,False,1048.725,False,1097.9,1043.0,2026-01,False
ORD000464,  CUST9856  ,Lisa Lopez Md,alopez@thompson.com,2025-05-19 04:45:00,PROD554,Charge Laptop,Fashion,5,1150.3,0.05,15.57,5479.5,Credit Card,Shipped,"113 Melinda Throughway, East Ralph, OR 39392",Hunterport,UK,29108,True,5479.495,False,5751.5,5463.93,2025-05,False
ORD000465,CUST8304,Roger Moss,juan21@brown.com,2025-02-24 12:03:00,PROD731,President Book,Home,2,855.8,0.05,29.81,1655.83,UPI,Cancelled,"70159 Wolfe Rest Apt. 945, Howardfort, NM 39854",Edwardsborough,USA,30400,True,1655.8299999999997,False,1711.6,1626.02,2025-02,False
ORD000466,CUST8464,Amanda Gomez,ynguyen@yahoo.com,2026-05-14 14:36:00,PROD417,Major Bag,Beauty,3,190.37,0.24,34.93,468.97,Cash on Delivery,Pending,"2266 Morgan Turnpike Suite 626, Alexisburgh, OR 24606",North Allen,UK,62404,False,468.9736,False,571.11,434.04,2026-05,False
ORD000467,CUST6412,George Smith,kevinmoses@hotmail.com,2025-04-29 07:09:00,PROD907,Fall Chair,Home,10,519.82,0.11,9.17,4635.57,Net Banking,Returned,"766 Tony Shores Apt. 511, Janiceport, IA 68496",Larachester,UK,64792,True,4635.568000000001,False,5198.200000000001,4626.4,2025-04,False
ORD000468,CUST3087,Eric Moore,mcarr@gmail.com,2025-02-03 15:07:00,PROD620,Next Laptop,Books,6,959.91,0.25,14.11,4333.7,Cash on Delivery,Shipped,"259 Brown Mission Suite 633, Haleymouth, NJ 37270",Barbaramouth,India,92032,False,4333.705,False,5759.46,4319.59,2025-02,False
ORD000469,CUST4992,Cameron Morris,lisawright@harrison.com,2025-10-12 20:04:00,PROD661,If Shoes,Books,5,1067.83,0.12,20.67,4719.12,Net Banking,Cancelled,"87794 Shannon Tunnel Apt. 425, South Johntown, MI 81851",Hoffmanview,India,42448,False,4719.121999999999,False,5339.15,4698.45,2025-10,False
ORD000470,CUST4869,Mr. Stephen Gonzalez,phillipsbruce@mills.com,2025-04-17 22:37:00,PROD277,Energy Bag,Beauty,7,1569.71,0.13,39.37,9598.9,Credit Card,Cancelled,"044 Douglas Burg Apt. 615, Parsonsberg, SC 50573",New Sean,Australia,41669,False,9598.9039,False,10987.97,9559.53,2025-04,False
ORD000471,CUST7648,Donald Hill,frank25@gmail.com,2025-02-28 18:38:00,PROD171,Candidate Phone,Electronics,8,654.13,0.03,22.26,5098.31,Cash on Delivery,Shipped,"752 Decker Lane Apt. 656, West Christie, AZ 84861",Marioshire,Canada,5662,False,5098.3088,False,5233.04,5076.05,2025-02,False
ORD000472,CUST1003,Amy Love,ebrown@hernandez.com,2025-06-17 15:41:00,PROD875,Yard Shoes,Beauty,1,185.61,0.25,44.36,183.57,Debit Card,Returned,"5516 Potter Park, Gardnerhaven, SD 52404",New Mackenzie,UK,27666,False,183.5675,False,185.61,139.20999999999998,2025-06,False
ORD000473,CUST5989,Brian Pruitt,johnnewman@hotmail.com,2025-07-19 19:36:00,PROD545,Agent Bag,Home,8,395.35,0.2,15.83,2546.07,Credit Card,Cancelled,"0033 Stephanie Dam, Marcusfurt, NY 38464",Johnsonchester,Canada,72594,True,2546.07,False,3162.8,2530.24,2025-07,False
ORD000474,CUST1013,Curtis Johnson,ssmith@perkins.net,2025-11-10 16:25:00,PROD820,Way Phone,Groceries,3,1705.75,0.02,45.05,5059.96,UPI,Pending,"28094 Hawkins Pass Suite 239, Matthewmouth, KS 51964",Lake Justintown,India,58899,False,5059.955,False,5117.25,5014.91,2025-11,False
ORD000475,CUST7652,Marisa Hunt,jackwilliams@gmail.com,2026-03-20 00:15:00,PROD490,Situation Watch,Sports,7,1405.93,0.12,15.91,8676.44,Debit Card,Delivered,"USNS Gonzalez, FPO AP 96931",Marissaborough,Australia,78260,True,8676.4388,False,9841.51,8660.53,2026-03,False
ORD000476,CUST5726,Heather Brown,jay04@robinson.com,2025-09-01 04:12:00,PROD993,Design Bag,Fashion,9,772.27,0.28,42.0,5046.31,Debit Card,Processing,"576 Samantha Neck Suite 319, North Melissaton, AL 36445",West Seanshire,India,21405,True,5046.3096,False,6950.43,5004.31,2025-09,False
ORD000477,CUST7813,Jacob Brewer,charles60@yahoo.com,2025-11-28 00:09:00,PROD980,Speech Watch,Groceries,8,1317.56,0.29,6.79,7490.53,Cash on Delivery,Processing,"2473 Samantha Summit, South Gregville, VA 31277",Kaneshire,Canada,91585,False,7490.530799999999,False,10540.48,7483.74,2025-11,False
ORD000478,CUST4044,Debra Warner,simoneric@gmail.com,2025-11-16 05:29:00,PROD534,Information Phone,Electronics,9,851.13,0.25,19.24,5764.37,Wallet,Processing,"76762 Barbara Cape, Port Nancyport, NJ 27069",Andrewview,UK,25151,True,5764.3675,False,7660.17,5745.13,2025-11,False
ORD000479,CUST8917,Jerome Smith,shansen@conner-baldwin.com,2025-12-31 16:17:00,PROD821,Few Book,Electronics,7,1853.5,0.17,1.67,10770.51,Wallet,Pending,"7825 Barber Plains Apt. 556, New Richard, MI 38832",Port Emily,UK,65317,True,10770.505,False,12974.5,10768.84,2025-12,True
ORD000480,CUST9469,Jennifer Ali,nicole55@owens.com,2025-03-14 23:46:00,PROD180,Voice Phone,Sports,9,1967.24,0.3,38.94,12432.55,Credit Card,Delivered,"582 Tiffany Turnpike, Port Heather, MT 15165",New Daletown,USA,33887,False,12432.552,False,17705.16,12393.61,2025-03,True
ORD000482,CUST3744,Tiffany Lee,phillipsjamie@jones.biz,2025-09-20 15:36:00,PROD136,You Bag,Sports,6,844.93,0.29,39.91,3639.31,Cash on Delivery,Shipped,"94565 Kevin River Suite 990, Rowlandfort, MI 04569",Jackiefurt,Germany,99187,False,3639.3118,False,5069.58,3599.4,2025-09,False
ORD000483,CUST1447,Annette Barker,yvang@gmail.com,2025-02-01 20:30:00,PROD393,Method Watch,Electronics,10,342.31,0.02,49.52,3404.16,Debit Card,Returned,"4811 Jennifer Stravenue, South Noahmouth, PA 62010",West Kylemouth,Canada,28885,True,3404.158,False,3423.1,3354.64,2025-02,False
ORD000484,CUST2827,Anna Sutton,ljones@hill-cunningham.net,2026-03-12 08:16:00,PROD718,Ready Shoes,Sports,3,1233.52,0.08,12.85,3417.37,Cash on Delivery,Returned,"187 Rachel Hill Apt. 049, Ronaldberg, CA 26600",Tuckertown,USA,51265,False,3417.3652,False,3700.56,3404.52,2026-03,False
ORD000485,CUST2382,Renee Whitehead,turnerjeffrey@hotmail.com,2025-07-09 05:16:00,PROD248,Past Phone,Groceries,4,972.41,0.24,43.1,2999.23,Debit Card,Shipped,"711 Donald Streets, South Tylerchester, VT 69336",Cynthiaville,UK,55370,False,2999.2264,False,3889.64,2956.13,2025-07,False
ORD000486,CUST1890,Douglas Grant,brownjose@hotmail.com,2026-01-30 12:15:00,PROD757,Help Book,Groceries,8,1453.37,0.05,28.89,11074.5,Credit Card,Shipped,"10219 Elizabeth Mission, Angelafort, WY 86518",New Robert,India,73857,True,11074.502,False,11626.96,11045.61,2026-01,True
ORD000487,CUST7222,Dale Evans,watsonwilliam@gmail.com,2025-08-26 12:30:00,PROD799,Budget Bag,Books,5,955.15,0.28,46.12,3484.66,Net Banking,Processing,"804 Luis Gardens Suite 337, Mendozaville, MS 72988",East Elizabethhaven,Germany,19559,True,3484.66,False,4775.75,3438.54,2025-08,False
ORD000488,CUST1672,Andrea Palmer,johnmolina@ward.com,2025-09-29 13:00:00,PROD199,Soldier Phone,Beauty,5,1854.81,0.13,33.92,8102.34,UPI,Cancelled,"0356 Obrien Way Apt. 279, Lucasburgh, PA 68823",Tylerland,UK,57221,False,8102.343499999999,False,9274.05,8068.42,2025-09,False
ORD000489,CUST4961,Jennifer Hoffman,woodphillip@santos-hatfield.com,2025-06-21 08:17:00,PROD851,Floor Bag,Sports,2,514.41,0.18,23.06,866.69,Debit Card,Returned,"7876 Taylor Course Suite 588, West Crystalview, LA 78414",West Sara,Canada,42989,False,866.6923999999999,False,1028.82,843.6300000000001,2025-06,False
ORD000490,CUST7737,Kylie Bailey,margaretholmes@yahoo.com,2025-12-13 22:11:00,PROD200,Family Phone,Electronics,6,1097.49,0.2,41.58,5309.53,Cash on Delivery,Pending,"392 Lee Spur Suite 885, Port Steven, HI 15864",Danielleborough,UK,78899,False,5309.532000000001,False,6584.9400000000005,5267.95,2025-12,False
ORD000491,CUST4552,Sandra White,john74@hotmail.com,2025-04-23 23:18:00,PROD713,Machine Bag,Electronics,5,390.19,0.01,4.6,1936.04,Cash on Delivery,Cancelled,"9141 Li Lock, North Jacobview, NH 72675",Williamchester,India,26609,True,1936.0405,False,1950.95,1931.44,2025-04,False
ORD000492,CUST2816,William Fuller,alvarezpaul@gmail.com,2026-03-15 19:08:00,PROD812,Challenge Shoes,Home,7,1314.51,0.27,28.3,6745.45,UPI,Processing,"01418 Anderson Court Suite 309, North Danielview, NE 32047",East Christine,UK,75292,True,6745.4461,False,9201.57,6717.15,2026-03,False
ORD000493,CUST5216,Tanya Gomez,andrewsilva@jackson.com,2025-11-24 14:59:00,PROD265,Number Chair,Electronics,5,1539.87,0.21,33.38,6115.87,UPI,Shipped,"99471 John Lodge, East Stephen, HI 29381",Danielbury,India,88471,False,6115.8665,False,7699.349999999999,6082.49,2025-11,False
ORD000494,CUST4287,Kevin Greene,glewis@gmail.com,2025-07-18 10:03:00,PROD724,Issue Watch,Fashion,5,1911.43,0.08,22.03,8814.61,Cash on Delivery,Delivered,"69608 Harris Spring Suite 685, Andrewhaven, MS 58459",West Drew,UK,10640,True,8814.608,False,9557.15,8792.58,2025-07,False
ORD000495,CUST5243,Melissa Gray,jefferygomez@yahoo.com,2025-03-15 17:49:00,PROD205,Energy Laptop,Electronics,7,440.68,0.19,45.63,2544.29,Credit Card,Returned,"9709 Debbie Circles, Marqueztown, OK 45744",Parkerfort,Canada,57686,False,2544.2856000000006,False,3084.76,2498.66,2025-03,False
ORD000496,CUST7397,Susan Davis,jeremy54@yahoo.com,2026-02-02 14:01:00,PROD372,Coach Shoes,Beauty,8,301.96,0.19,46.64,2003.34,UPI,Returned,"65031 Christopher Square, West Christianview, FL 38925",Port Ryan,UK,24883,True,2003.3408,False,2415.68,1956.7,2026-02,False
ORD000497,CUST9849,Eric Meyer,oliverashley@thompson.com,2025-09-21 22:49:00,PROD331,Eat Laptop,Books,8,958.89,0.12,36.39,6786.98,Cash on Delivery,Pending,"111 Roth Fall, Port Stevenstad, HI 20518",East Kristin,UK,43162,True,6786.975600000001,False,7671.12,6750.589999999999,2025-09,False
ORD000498,  CUST2485  ,Pamela Palmer,longgary@moore-anderson.org,2025-10-18 17:59:00,PROD474,They Phone,Groceries,6,670.21,0.09,2.76,3662.11,UPI,Returned,"3721 Fernando Rest Apt. 162, West Stevenfort, WV 52276",Onealmouth,India,85350,False,3662.106600000001,False,4021.26,3659.35,2025-10,False
ORD000499,  CUST5896  ,Heather Jacobs,alexandra62@hotmail.com,2026-01-25 09:41:00,PROD812,Toward Watch,Electronics,4,357.35,0.01,19.21,1434.32,Cash on Delivery,Processing,"19541 Reyes Hills, Andrewfort, WV 02603",South Kimberly,Australia,98850,False,1434.316,False,1429.4,1415.11,2026-01,False
ORD000500,CUST4907,Sean Gibbs,randy20@mckee.info,2025-09-07 02:56:00,PROD600,Inside Watch,Electronics,8,1471.97,0.04,9.65,11314.38,Wallet,Returned,"3726 John Drive Apt. 450, Stevenfurt, SD 57305",New Kellyhaven,Australia,72801,False,11314.3796,False,11775.76,11304.73,2025-09,True
ORD000501,CUST1701,Timothy Melton,gomezjames@hotmail.com,2025-09-13 17:53:00,PROD515,Company Laptop,Fashion,8,1933.32,0.0,16.96,15483.52,Cash on Delivery,Shipped,"84008 Crystal Landing, South Richardmouth, RI 43301",Michealhaven,Australia,77259,False,15483.52,False,15466.56,15466.56,2025-09,True
ORD000502,CUST3319,Jeffrey Freeman,lutzeric@rivera-klein.com,2026-04-27 21:55:00,PROD600,Charge Bag,Electronics,9,302.16,0.17,46.24,2303.38,Net Banking,Pending,"96463 Bradley Bridge, East Robert, MT 20377",Payneview,Canada,28106,True,2303.3751999999995,False,2719.44,2257.1400000000003,2026-04,False
ORD000503,CUST8474,Austin Trevino,obuchanan@yahoo.com,2025-05-05 22:41:00,PROD725,Whole Shoes,Groceries,3,33.66,0.19,45.23,127.02,Wallet,Pending,"Unit 7117 Box 5957, DPO AA 76135",Crystalmouth,India,69537,True,127.0238,False,100.98,81.78999999999999,2025-05,False
ORD000504,CUST7586,Michael Moran,jeremyjohnson@yahoo.com,2025-02-28 15:38:00,PROD432,Expert Laptop,Beauty,10,445.04,0.24,21.31,3403.61,Wallet,Returned,"6094 Rodriguez Drive Apt. 337, North Heidi, MN 54587",Barnesmouth,Canada,39702,True,3403.6140000000005,False,4450.400000000001,3382.3,2025-02,False
ORD000505,CUST7801,Christopher Olson,sara06@briggs-moore.info,2025-06-14 06:48:00,PROD272,Allow Bag,Home,1,1188.21,0.1,6.04,1075.43,Wallet,Processing,"43776 Richard Vista Apt. 439, West Erik, OR 49895",North Christophertown,USA,20167,False,1075.429,False,1188.21,1069.39,2025-06,False
ORD000506,CUST1256,Katherine Davis,smithgregory@carter.com,2025-05-05 18:02:00,PROD598,Reflect Laptop,Electronics,3,204.44,0.25,30.62,490.61,Credit Card,Processing,"45109 Vanessa Ridges, Port Sandraburgh, MO 64773",West Brittneyhaven,USA,9896,True,490.61,False,613.3199999999999,459.99,2025-05,False
ORD000507,CUST3079,Diane Brown,dawngraves@gmail.com,2025-12-28 20:37:00,PROD311,Model Shoes,Beauty,5,835.36,0.24,38.63,3213.0,UPI,Returned,"65277 Lynn Inlet Suite 663, Elizabethborough, NH 19994",North Christopher,Canada,77529,False,3212.9980000000005,False,4176.8,3174.37,2025-12,False
ORD000508,CUST2442,Brittany Bolton,jennifercampbell@watts-riley.info,2025-07-30 07:11:00,PROD742,Learn Chair,Groceries,10,1384.89,0.18,35.86,11391.96,UPI,Cancelled,"370 Moore Fields Suite 100, Perryfort, TN 52600",Shannonmouth,Germany,98186,False,11391.958000000002,False,13848.9,11356.1,2025-07,True
ORD000509,CUST9842,Jennifer Edwards,boothfrank@perry-tucker.com,2025-01-03 17:15:00,PROD619,Choose Shoes,Books,4,239.43,0.16,4.78,809.26,Cash on Delivery,Shipped,"89743 Robert Trail, Lake Michaelmouth, RI 49393",Aaronfort,Australia,66178,True,809.2647999999999,False,957.72,804.48,2025-01,False
ORD000510,CUST9151,Charles Becker,lpreston@hotmail.com,2025-05-22 01:12:00,PROD280,With Shoes,Beauty,2,1594.24,0.21,48.43,2567.33,Credit Card,Delivered,"079 Ryan Throughway Suite 045, South Bridgetland, MT 61258",West Mary,India,29716,False,2567.3292,False,3188.48,2518.9,2025-05,False
ORD000511,CUST2710,Eric Pearson,elizabethriley@baker-schmidt.com,2025-05-26 06:27:00,PROD858,Doctor Laptop,Sports,5,671.92,0.24,37.92,2591.22,Debit Card,Pending,"USCGC Allen, FPO AE 56863",North Leahview,USA,70658,True,2591.216,False,3359.6,2553.3,2025-05,False
ORD000512,CUST7865,Kimberly Butler,crawfordbetty@hotmail.com,2025-09-06 16:07:00,PROD303,Recently Bag,Beauty,2,1790.68,0.22,29.64,2823.1,UPI,Shipped,"68528 Alexis Meadow, West Deborahfort, CT 17524",Garyport,USA,88556,True,2823.1008,False,3581.36,2793.46,2025-09,False
ORD000513,CUST2204,Christopher Simmons,connor44@holt.com,2025-06-16 07:06:00,PROD582,Tv Phone,Books,4,1476.81,0.26,18.78,4390.14,Credit Card,Processing,"14217 Martinez Trafficway, Dixonfort, RI 36978",West Kristinastad,UK,23621,True,4390.137599999999,False,5907.24,4371.360000000001,2025-06,False
ORD000514,CUST6875,Collin Duffy,gayfrancis@martin-ochoa.net,2025-04-21 19:29:00,PROD376,Daughter Shoes,Home,3,777.72,0.04,35.99,2275.82,Debit Card,Returned,"56618 Lewis Field Suite 913, Grantmouth, MD 84718",Jameston,India,5269,True,2275.8236,False,2333.16,2239.8300000000004,2025-04,False
ORD000515,CUST3568,Aaron Kelly,robert05@yahoo.com,2025-05-24 04:07:00,PROD908,Bed Chair,Beauty,8,919.86,0.05,17.18,7008.12,Wallet,Shipped,"881 Thomas Plaza, Davidton, SC 42059",West Amanda,USA,56290,True,7008.116,False,7358.88,6990.94,2025-05,False
ORD000516,CUST5573,Scott Brown,heathercabrera@gmail.com,2025-02-14 13:54:00,PROD114,Fast Bag,Books,9,980.98,0.3,29.58,6209.75,Cash on Delivery,Delivered,"85174 Russell Burg Suite 521, New Carrie, CT 48018",North Theresamouth,USA,42222,True,6209.753999999999,False,8828.82,6180.17,2025-02,False
ORD000517,CUST1083,Catherine Lewis,brandoncollins@fischer.net,2025-06-17 13:37:00,PROD527,Worry Laptop,Electronics,4,1784.19,0.18,7.45,5859.59,Net Banking,Cancelled,"416 Larry Wells Suite 154, East Caseyshire, CT 63019",South Lisafurt,Australia,71537,True,5859.5932,False,7136.76,5852.14,2025-06,False
ORD000518,CUST4940,Christopher Ayers,cookjacob@haynes.info,2025-08-06 16:25:00,PROD185,Discover Phone,Groceries,8,1620.38,0.21,4.9,10245.7,Credit Card,Delivered,"83608 Ray Stream, South Amy, NE 28158",Leehaven,Australia,38866,False,10245.7016,False,12963.04,10240.8,2025-08,False
ORD000520,CUST8607,Destiny Rodriguez,jennifergreer@gutierrez.com,2026-05-15 14:29:00,PROD820,Likely Bag,Electronics,3,1749.03,0.12,39.49,4656.93,Cash on Delivery,Shipped,"5668 Ramos Flats, East Paul, TN 87310",South Tracy,India,36401,False,4656.9292,False,5247.09,4617.4400000000005,2026-05,False
ORD000521,CUST9887,David Hamilton,harringtonmartha@ellis.com,2026-04-03 22:21:00,PROD689,Chance Chair,Fashion,9,70.26,0.13,13.49,563.63,Cash on Delivery,Cancelled,"0781 Bailey Row, South James, KY 63000",Nelsonfort,India,29410,False,563.6258,False,632.34,550.14,2026-04,False
ORD000522,CUST1669,Casey Norman,jrobinson@hotmail.com,2026-01-12 01:32:00,PROD474,Quality Book,Fashion,6,1776.52,0.03,18.28,10357.63,Cash on Delivery,Cancelled,"USS Adams, FPO AA 68924",Hannahview,Canada,86784,True,10357.6264,False,10659.12,10339.35,2026-01,False
ORD000523,CUST8839,Emily Powell,allenjustin@todd.net,2025-10-15 22:49:00,PROD855,Total Chair,Sports,4,281.12,0.1,26.98,1039.01,Cash on Delivery,Returned,"780 Susan Islands, Bradleytown, ID 25060",Lake Kirkchester,USA,33422,True,1039.012,False,1124.48,1012.03,2025-10,False
ORD000524,CUST6656,Denise Gonzalez,cody79@gmail.com,2025-06-14 11:57:00,PROD563,Voice Watch,Sports,5,1009.61,0.13,2.72,4394.52,Wallet,Shipped,"5738 Snyder Meadows, Lake Charlesshire, DC 30818",Delacruzborough,India,61722,False,4394.5235,False,5048.05,4391.8,2025-06,False
ORD000525,CUST2075,Zachary Jones,jeffreylewis@yahoo.com,2025-12-30 17:43:00,PROD292,Bill Watch,Electronics,9,1799.41,0.14,18.41,13945.84,Credit Card,Returned,"614 Orozco Course, Sandraville, KS 78924",North Thomas,UK,36818,True,13945.8434,False,16194.69,13927.43,2025-12,True
ORD000526,CUST9530,Mary Dominguez,nmontoya@clay-garcia.net,2025-05-28 02:06:00,PROD742,Pass Laptop,Home,3,555.51,0.21,24.82,1341.38,Net Banking,Processing,"65578 Anthony Court Apt. 432, East Joan, HI 26172",East David,Australia,60906,True,1341.3787,False,1666.53,1316.5600000000002,2025-05,False
ORD000527,CUST4806,Jerry Montgomery,swansonjennifer@burton-beard.com,2025-08-31 11:26:00,PROD954,They Phone,Beauty,8,1476.73,0.01,9.45,11705.15,UPI,Pending,"127 Smith Landing, New Gregorychester, CO 21149",North Eric,UK,14714,False,11705.1516,False,11813.84,11695.7,2025-08,True
ORD000528,CUST8295,Michael Martin,mmoore@hotmail.com,2025-12-02 20:50:00,PROD568,Recent Book,Sports,6,974.87,0.2,26.51,4705.89,Debit Card,Cancelled,"2974 Green Forest Apt. 364, Bartonmouth, OR 15619",North Jerry,Germany,92286,True,4705.886,False,5849.22,4679.38,2025-12,False
ORD000529,CUST6785,Shannon Castro,brianwhite@gmail.com,2026-02-09 08:14:00,PROD391,Successful Watch,Fashion,8,746.95,0.09,42.28,5480.08,Wallet,Processing,"981 Amber Corner, Alicialand, KS 44026",Port Gregory,USA,56563,False,5480.076,False,5975.6,5437.8,2026-02,False
